URL,TargetPrice
https://www.amazon.com/SanDisk-2TB-Extreme-Portable-SDSSDE61-2T00-G25/dp/B08HN37XC1,160
https://www.amazon.com/NEWDERY-Controller-Charging-Playstation-Controllers-5/dp/B097GY8TVR,20
